Age,Gender,Country,state,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
33,Male,Germany,NA,No,No,Sometimes,6to26,No,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,No,No,1
34,Male,United Kingdom,NA,No,Yes,Often,26to100,No,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,No,No,1
62,Male,United States,CA,No,No,Never,MoreThan1000,No,Yes,Yes,Yes,NA,Yes,NA,NA,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
23,Female,United States,TX,No,No,NA,MoreThan1000,No,No,NA,Not sure,NA,NA,Yes,NA,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,0
35,Male,United States,AZ,No,No,NA,MoreThan1000,No,No,No,No,No,No,NA,NA,Maybe,Maybe,No,No,No,No,No,No,0
25,Male,Bosnia and Herzegovina,NA,No,Yes,Rarely,26to100,Yes,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,Yes,No,No,No,No,NA,Yes,0
36,Male,United States,IL,Yes,Yes,Sometimes,1to5,Yes,Yes,NA,Yes,NA,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No,1
41,Female,United States,NA,No,Yes,Rarely,500to1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,1
24,Male,Austria,NA,Yes,No,Sometimes,1to5,No,Yes,Yes,Yes,NA,NA,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,0
51,Male,New Zealand,NA,No,No,Sometimes,26to100,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,No,No,NA,Yes,1
29,Male,United States,NC,No,No,Sometimes,6to26,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,Some of them,No,No,Yes,No,1
31,Female,Canada,NA,Yes,Yes,Sometimes,100to500,Yes,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,1
27,Male,United Kingdom,NA,No,No,NA,6to26,No,Yes,No,No,No,No,NA,NA,No,No,Some of them,Yes,No,Yes,NA,No,0
31,Male,Australia,NA,No,No,Rarely,100to500,No,Yes,Yes,Yes,Yes,Yes,NA,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No,1
27,Female,Hungary,NA,Yes,Yes,Sometimes,1to5,Yes,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,0
23,Male,Sweden,NA,No,No,Rarely,6to26,No,Yes,NA,No,No,NA,NA,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
21,Male,Canada,NA,No,No,Never,26to100,No,Yes,NA,Not sure,NA,No,NA,NA,Yes,Maybe,No,No,No,Maybe,NA,No,0
27,Female,Australia,NA,No,Yes,Sometimes,6to26,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,No,1
39,Male,United States,WI,No,Yes,Often,26to100,Yes,Yes,Yes,Yes,Yes,Yes,NA,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,No,1
26,Male,United States,CA,No,Yes,Never,MoreThan1000,No,Yes,NA,No,No,NA,NA,NA,Maybe,No,No,No,No,No,No,No,1
27,Male,United Kingdom,NA,No,No,Never,6to26,No,Yes,NA,No,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,0
22,Female,United States,CA,No,Yes,Sometimes,500to1000,No,Yes,Yes,Yes,No,NA,NA,NA,No,No,Some of them,Some of them,No,No,No,Yes,1
26,Female,United States,MN,No,Yes,Often,100to500,No,No,NA,No,No,No,NA,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,1
31,Female,United States,PA,No,Yes,Rarely,100to500,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,1
32,Male,United Kingdom,NA,No,No,Never,6to26,No,Yes,NA,No,No,No,NA,NA,No,No,Yes,Yes,Yes,Yes,Yes,No,0
28,Female,United States,CA,No,Yes,Often,100to500,Yes,Yes,Yes,No,No,NA,NA,NA,Yes,Yes,Some of them,Some of them,No,No,No,Yes,1
28,None,United Kingdom,NA,No,Yes,Rarely,100to500,No,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,No,No,Yes,1
23,Female,United Kingdom,NA,No,No,NA,6to26,No,Yes,NA,Not sure,No,No,NA,Very easy,Maybe,No,No,Some of them,No,Yes,Yes,No,0
30,Male,United Kingdom,NA,No,No,Never,26to100,Yes,Yes,NA,Not sure,NA,NA,NA,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,0
36,Male,United States,CA,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,No,No,Yes,NA,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,No,1
21,Male,United States,CA,No,Yes,NA,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,No,Some of them,Yes,No,Maybe,Yes,No,0
30,Male,Germany,NA,No,No,Often,26to100,No,Yes,No,No,NA,No,NA,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Yes,NA,No,0
25,Female,United States,CA,No,Yes,NA,500to1000,No,No,NA,Not sure,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,Maybe,NA,No,0
32,Male,New Zealand,NA,No,No,Sometimes,6to26,No,Yes,No,No,No,No,NA,Very easy,No,No,Some of them,Yes,Maybe,Yes,NA,No,1
29,Female,Canada,NA,No,No,Sometimes,1to5,No,Yes,No,No,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,No,Yes,No,1
21,None,United Kingdom,NA,No,No,Sometimes,26to100,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,1
27,Female,New Zealand,NA,No,Yes,Rarely,100to500,Yes,Yes,No,No,No,No,NA,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Yes,NA,No,1
32,Female,Canada,NA,No,No,Often,MoreThan1000,No,No,NA,Not sure,NA,NA,NA,NA,Maybe,No,Some of them,Some of them,No,No,NA,No,1
34,Male,Australia,NA,No,No,Sometimes,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,0
33,Male,United States,NY,No,No,NA,26to100,No,Yes,NA,No,NA,NA,NA,NA,Yes,No,Some of them,No,No,Maybe,NA,No,0
22,Male,Netherlands,NA,No,Yes,Sometimes,6to26,Yes,Yes,No,Not sure,No,NA,NA,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,1
24,Male,United States,CA,No,No,NA,MoreThan1000,No,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,0
65,Male,United States,FL,Yes,No,NA,6to26,Yes,No,No,No,No,No,NA,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,0
27,Male,United States,OR,No,Yes,Sometimes,100to500,Yes,Yes,NA,No,No,NA,NA,NA,No,No,Some of them,No,No,No,Yes,No,1
33,Male,Australia,NA,No,No,Never,MoreThan1000,No,Yes,NA,Not sure,NA,NA,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,0
36,Male,United States,CO,No,No,Rarely,26to100,No,Yes,NA,Not sure,No,NA,NA,NA,No,No,Some of them,Some of them,No,No,NA,No,1
40,Male,Canada,NA,No,No,Never,26to100,No,Yes,No,No,No,No,NA,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No,0
28,Male,United States,GA,No,No,Sometimes,MoreThan1000,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,No,No,1
39,Male,United States,OR,No,No,Sometimes,500to1000,No,Yes,Yes,Not sure,Yes,NA,Yes,NA,Yes,Maybe,Yes,Yes,No,Maybe,NA,No,1
32,Male,United States,CA,No,No,Sometimes,MoreThan1000,No,Yes,Yes,No,No,Yes,NA,Somewhat easy,No,No,Yes,Some of them,Maybe,Yes,NA,No,1
31,Male,United States,CA,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,Not sure,NA,NA,NA,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,0
38,Male,United States,PA,No,Yes,Sometimes,100to500,No,Yes,NA,No,No,No,NA,NA,Maybe,Maybe,Some of them,No,No,No,NA,No,1
23,Male,United States,CA,No,Yes,Rarely,1to5,No,Yes,No,Yes,No,No,NA,NA,Maybe,No,Some of them,Yes,No,No,Yes,No,1
42,Male,United States,CA,No,No,Often,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,NA,No,1
27,Female,United States,NY,No,No,Sometimes,500to1000,No,Yes,NA,Not sure,NA,Yes,NA,NA,No,No,Some of them,Yes,No,No,Yes,No,0
26,Female,United States,MA,No,Yes,Sometimes,26to100,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes,1
50,Male,United States,NA,No,No,Never,26to100,Yes,Yes,No,Yes,No,No,NA,NA,No,No,No,No,No,Maybe,No,No,0
37,Male,United States,PA,No,Yes,Never,26to100,No,Yes,NA,No,No,NA,NA,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,0
23,Male,United States,RI,No,No,NA,26to100,No,Yes,NA,No,NA,No,NA,NA,No,No,Yes,Yes,No,Maybe,NA,No,0
33,Male,United States,MI,No,Yes,Sometimes,6to26,Yes,Yes,NA,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,0
29,Male,Canada,NA,Yes,No,Never,26to100,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Yes,No,No,0
34,Male,United States,IL,No,Yes,Sometimes,26to100,Yes,No,Yes,No,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,Maybe,NA,No,1
41,Male,United States,CA,No,Yes,Often,MoreThan1000,No,Yes,Yes,No,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,NA,Yes,1
50,Male,United States,OR,No,Yes,NA,100to500,Yes,Yes,NA,No,No,NA,NA,NA,No,No,Some of them,Yes,Maybe,Maybe,NA,No,0
29,Male,Canada,NA,No,No,Never,MoreThan1000,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,NA,Yes,1
35,Male,United States,IN,No,No,Never,6to26,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
27,Male,Singapore,NA,No,No,Sometimes,1to5,Yes,Yes,No,No,No,No,Yes,NA,Yes,No,Some of them,Yes,No,No,No,No,0
40,Female,United States,MA,No,No,Never,26to100,No,No,NA,Not sure,No,No,NA,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,NA,No,0
27,Male,Australia,NA,No,No,Often,100to500,Yes,Yes,No,No,No,No,NA,NA,Maybe,No,Some of them,No,No,Maybe,No,Yes,1
29,Female,United States,MI,No,No,Never,26to100,No,Yes,Yes,Yes,Yes,No,Yes,NA,Maybe,No,Some of them,Some of them,No,Maybe,NA,Yes,0
31,Male,United States,OH,No,Yes,Sometimes,6to26,No,Yes,No,No,No,No,NA,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,NA,No,1
43,Male,United States,OH,No,No,Sometimes,6to26,No,Yes,No,Yes,No,No,NA,Somewhat easy,No,No,Yes,Yes,No,Maybe,NA,No,1
34,Male,United States,NH,No,Yes,Sometimes,26to100,Yes,Yes,Yes,Yes,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,Yes,NA,Yes,1
29,Male,United States,OH,No,Yes,Sometimes,26to100,No,Yes,NA,No,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,NA,No,1
19,Male,Canada,NA,No,Yes,Sometimes,1to5,No,Yes,No,No,No,No,NA,NA,Maybe,Maybe,Some of them,No,No,Maybe,NA,No,1
41,Male,United States,TN,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,Not sure,Yes,Yes,NA,NA,Maybe,No,Some of them,Some of them,No,No,No,No,1
29,Male,United States,OR,No,Yes,Never,100to500,No,Yes,Yes,Yes,Yes,Yes,NA,NA,No,No,Some of them,Yes,No,Maybe,Yes,No,0
23,Male,United States,PA,No,No,Rarely,100to500,No,Yes,Yes,Not sure,NA,NA,NA,NA,No,No,Some of them,Some of them,No,No,Yes,No,0
24,Female,United States,NA,No,Yes,Sometimes,100to500,No,Yes,Yes,Not sure,No,No,NA,Somewhat difficult,Yes,Maybe,No,No,No,No,No,Yes,1
31,Male,United States,NY,No,No,NA,26to100,Yes,Yes,NA,No,No,NA,NA,NA,Yes,No,No,No,No,Maybe,NA,No,0
43,Male,United States,WA,No,No,NA,500to1000,Yes,Yes,NA,Not sure,NA,NA,NA,NA,No,No,Yes,Yes,No,No,Yes,No,0
31,Male,United States,NY,No,Yes,Rarely,100to500,No,Yes,No,No,No,NA,NA,Somewhat difficult,Yes,Yes,Some of them,No,No,No,No,Yes,1
29,Male,United States,CA,No,Yes,Often,100to500,No,Yes,Yes,Yes,Yes,Yes,NA,NA,No,No,Some of them,Yes,No,No,NA,No,0
35,Male,United States,TN,Yes,Yes,NA,6to26,Yes,Yes,No,No,Yes,Yes,NA,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,0
33,Male,United States,WI,No,Yes,Sometimes,100to500,No,No,Yes,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,No,No,No,No,No,No,1
30,None,United States,WI,Yes,Yes,Often,1to5,Yes,No,No,Yes,No,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,1
27,Male,United States,PA,No,No,NA,MoreThan1000,No,Yes,Yes,Not sure,NA,NA,Yes,NA,Maybe,Maybe,No,No,No,Maybe,No,No,0
32,Male,United States,MI,No,No,Sometimes,100to500,No,Yes,No,Yes,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,No,No,0
50,Male,United States,WY,No,No,Sometimes,1to5,Yes,Yes,NA,No,No,NA,NA,NA,Yes,Maybe,Some of them,Some of them,No,Maybe,NA,No,0
24,Male,United States,KY,No,No,Never,26to100,No,No,NA,Not sure,No,No,NA,NA,Maybe,Yes,Some of them,No,No,Maybe,No,No,0
27,Male,United States,NY,No,No,NA,26to100,No,Yes,NA,No,No,No,NA,NA,No,No,Yes,Yes,No,Maybe,Yes,No,0
27,Male,Australia,NA,No,No,Never,1to5,Yes,Yes,No,No,No,No,NA,NA,Yes,No,No,No,No,Maybe,NA,No,0
32,Male,United States,TX,No,No,Sometimes,6to26,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,1
42,Male,United States,WI,Yes,No,Rarely,6to26,Yes,No,No,Yes,No,No,NA,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
37,Male,United States,WA,No,No,Often,MoreThan1000,No,No,NA,No,No,No,NA,NA,Maybe,No,Some of them,No,No,No,No,No,0
30,Male,Singapore,NA,No,No,Sometimes,26to100,No,Yes,NA,Not sure,No,No,NA,Somewhat easy,Maybe,No,Some of them,No,No,Yes,No,Yes,0
29,Male,United States,WA,No,No,Rarely,MoreThan1000,No,Yes,Yes,No,No,No,NA,Very easy,Yes,Maybe,Some of them,No,No,No,NA,No,0
30,Male,United States,GA,Yes,No,Often,6to26,Yes,Yes,No,Not sure,No,Yes,NA,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No,1
35,Male,United States,MI,No,No,Never,26to100,No,Yes,Yes,No,Yes,NA,NA,NA,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,0
35,Male,United States,MD,No,Yes,Rarely,100to500,Yes,No,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Maybe,No,No,1
38,Male,Netherlands,NA,No,Yes,Often,26to100,Yes,Yes,No,Not sure,No,NA,NA,NA,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,NA,No,0
22,Male,United Kingdom,NA,No,Yes,Sometimes,100to500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,1
24,Male,Germany,NA,No,Yes,Sometimes,100to500,No,Yes,NA,No,No,No,NA,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,NA,No,0
22,Male,Netherlands,NA,Yes,No,Never,1to5,No,Yes,NA,Not sure,No,No,NA,NA,No,Maybe,Some of them,Yes,Maybe,Yes,No,Yes,0
31,Female,United States,WA,No,No,Often,26to100,Yes,Yes,Yes,Yes,No,No,NA,Very easy,Maybe,No,Some of them,Some of them,No,Yes,NA,No,1
23,Female,United States,CA,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,No,NA,No,1
31,Female,United States,OR,No,Yes,Sometimes,100to500,No,Yes,NA,No,No,No,NA,NA,No,No,Some of them,Some of them,No,No,NA,No,1
28,Female,United States,CA,No,Yes,Rarely,500to1000,No,Yes,Yes,Yes,Yes,Yes,NA,Somewhat difficult,Maybe,No,No,Some of them,No,No,No,No,1
37,None,Canada,NA,No,Yes,Sometimes,100to500,No,No,Yes,Yes,No,No,NA,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,1
34,Male,United States,CA,Yes,Yes,Sometimes,6to26,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,No,No,1
32,None,Canada,NA,No,No,Sometimes,26to100,Yes,Yes,No,Yes,No,No,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,0
28,Male,United States,MI,No,Yes,Sometimes,26to100,Yes,Yes,Yes,Not sure,No,NA,NA,NA,Yes,No,Some of them,Some of them,No,No,NA,Yes,1
24,Female,United Kingdom,NA,No,No,Sometimes,100to500,No,Yes,No,No,No,No,NA,NA,Maybe,No,No,Some of them,No,Maybe,NA,No,1
56,Male,United States,MA,No,Yes,Rarely,6to26,No,Yes,Yes,Yes,No,No,NA,NA,Yes,Maybe,Some of them,Some of them,No,No,NA,No,1
31,Male,Germany,NA,No,No,Sometimes,6to26,Yes,Yes,No,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,0
34,Female,United States,CA,No,No,Sometimes,100to500,Yes,Yes,Yes,Yes,No,NA,NA,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No,1
35,Male,Germany,NA,No,No,Rarely,100to500,No,No,NA,No,Yes,NA,NA,Very easy,No,No,Some of them,Yes,No,No,Yes,No,1
28,Male,Germany,NA,No,No,Never,26to100,No,Yes,No,No,No,No,NA,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,NA,No,0
36,Male,Poland,NA,Yes,Yes,Often,6to26,No,Yes,No,No,No,No,NA,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes,1
30,Male,United Kingdom,NA,No,No,Often,26to100,No,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,1
35,Male,United States,NA,Yes,No,NA,1to5,Yes,Yes,Yes,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,0
49,Male,Japan,NA,Yes,Yes,Sometimes,1to5,Yes,Yes,No,Yes,Yes,No,NA,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,1
36,Male,Germany,NA,No,No,NA,26to100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
35,Male,Germany,NA,No,No,NA,26to100,No,Yes,No,No,No,No,NA,Very easy,Maybe,No,Some of them,Some of them,No,No,NA,No,0
29,Female,Australia,NA,No,Yes,Sometimes,MoreThan1000,No,No,Yes,Yes,Yes,Yes,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,Yes,1
57,Male,United States,CA,No,No,Never,26to100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,NA,Yes,0
31,Female,Belgium,NA,No,Yes,Rarely,100to500,No,No,Yes,No,No,No,No,NA,Maybe,No,Some of them,No,No,No,NA,Yes,1
37,Male,Ireland,NA,Yes,No,Never,6to26,No,Yes,No,No,No,No,NA,NA,Yes,Maybe,No,No,No,Maybe,NA,No,0
25,Male,Ireland,NA,No,Yes,Sometimes,26to100,No,Yes,No,No,No,No,NA,NA,Maybe,No,Some of them,Some of them,No,Maybe,No,No,1
30,Male,Australia,NA,No,No,Sometimes,26to100,No,Yes,No,No,No,No,NA,Very easy,No,No,Some of them,Some of them,No,No,NA,No,0
26,Female,Australia,NA,No,Yes,Sometimes,100to500,No,No,No,Yes,Yes,Yes,NA,Somewhat easy,No,No,Yes,Yes,No,No,NA,No,0
22,Female,Netherlands,NA,No,No,Often,6to26,No,Yes,No,No,No,No,NA,NA,No,No,No,Some of them,No,Yes,NA,No,0
39,Male,United States,FL,No,No,Rarely,MoreThan1000,Yes,No,NA,No,Yes,Yes,NA,NA,No,No,Some of them,Some of them,No,Maybe,NA,No,0
29,Male,United Kingdom,NA,No,Yes,Never,100to500,No,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,Maybe,No,No,No,No,No,No,1
54,Male,United Kingdom,NA,Yes,Yes,Sometimes,1to5,Yes,Yes,NA,Not sure,No,No,NA,Very easy,No,No,Some of them,Yes,Yes,Yes,NA,Yes,1
34,Female,Australia,NA,No,Yes,Never,500to1000,No,No,NA,No,Yes,Yes,NA,NA,Yes,Maybe,No,No,No,No,NA,Yes,0
32,Male,United States,WA,No,No,Never,500to1000,No,No,Yes,Not sure,Yes,Yes,NA,Very easy,Maybe,No,No,No,No,No,Yes,No,1
25,Male,Nigeria,NA,No,No,NA,6to26,No,Yes,No,No,No,No,NA,NA,Maybe,No,Yes,Yes,No,Yes,NA,No,0
29,Male,Poland,NA,No,No,Rarely,1to5,No,Yes,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No,Yes,No,0
32,Male,Germany,NA,Yes,No,Never,1to5,Yes,Yes,No,No,No,No,NA,NA,No,No,Some of them,Yes,No,Maybe,NA,No,0
30,Male,United Kingdom,NA,No,Yes,Sometimes,MoreThan1000,No,Yes,Yes,Yes,No,NA,Yes,NA,Maybe,No,Some of them,Yes,No,Yes,Yes,No,1
31,Male,Germany,NA,No,No,NA,6to26,No,Yes,NA,No,No,NA,NA,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,NA,No,0
20,Female,Switzerland,NA,No,No,Rarely,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,0
27,Male,United Kingdom,NA,No,No,Never,1to5,No,Yes,NA,No,No,NA,NA,NA,No,No,Some of them,Yes,Maybe,Maybe,NA,No,0
32,Male,United States,CA,No,No,Never,MoreThan1000,No,Yes,NA,Not sure,NA,NA,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,NA,No,0
26,Male,Ireland,NA,Yes,No,Never,1to5,Yes,Yes,No,No,No,No,NA,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,0
30,Male,Italy,NA,No,No,Sometimes,MoreThan1000,No,No,NA,No,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,NA,No,0
30,Male,Ireland,NA,No,No,Sometimes,26to100,Yes,Yes,No,No,NA,No,NA,Very difficult,Maybe,Maybe,Some of them,No,No,No,No,No,1
22,Male,India,NA,Yes,No,NA,1to5,Yes,Yes,NA,No,NA,NA,NA,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes,0
24,Male,Ireland,NA,No,No,NA,MoreThan1000,No,Yes,NA,Not sure,NA,NA,NA,NA,No,No,No,No,No,No,NA,No,0
26,Male,Netherlands,NA,No,No,Never,26to100,No,Yes,No,No,No,No,NA,NA,Maybe,Maybe,No,No,No,No,NA,No,0
43,Male,France,NA,No,No,NA,100to500,No,Yes,NA,No,No,No,NA,NA,No,No,Some of them,Yes,Maybe,Maybe,NA,No,0
26,Male,Russia,NA,No,No,Never,26to100,No,Yes,No,Not sure,No,NA,NA,Somewhat difficult,No,No,Some of them,No,No,Maybe,NA,No,0
23,Male,United States,NC,No,Yes,Sometimes,6to26,No,Yes,NA,Not sure,No,NA,NA,NA,Maybe,No,No,No,No,Maybe,NA,No,0
26,Male,Canada,NA,No,No,NA,100to500,Yes,Yes,Yes,Not sure,NA,Yes,NA,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,0
26,Female,Israel,NA,No,Yes,Never,100to500,No,Yes,NA,No,NA,NA,NA,NA,Maybe,No,Some of them,No,No,No,Yes,No,0
35,Male,Canada,NA,No,Yes,Sometimes,26to100,No,Yes,NA,No,No,No,NA,NA,Maybe,Maybe,Some of them,Some of them,No,No,No,No,0
28,Male,United States,IL,No,No,Sometimes,26to100,Yes,No,NA,Not sure,No,NA,NA,NA,No,No,Some of them,Yes,No,Maybe,NA,No,1
22,Male,India,NA,No,No,NA,26to100,No,Yes,No,No,No,No,NA,NA,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,NA,No,0
29,Female,United States,OH,No,Yes,Rarely,6to26,No,Yes,NA,No,No,No,NA,NA,Yes,No,No,No,No,No,NA,No,1
29,Male,Germany,NA,Yes,No,NA,1to5,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,0
45,Male,United States,VA,No,No,Often,1to5,Yes,Yes,Yes,Not sure,No,Yes,NA,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,1
33,Male,Bulgaria,NA,No,No,Rarely,26to100,Yes,Yes,No,No,No,No,NA,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,NA,Yes,1
38,Male,United States,MN,No,No,Sometimes,MoreThan1000,No,No,Yes,Yes,Yes,Yes,NA,NA,No,No,Some of them,Yes,No,No,NA,No,1
19,None,United States,MO,No,Yes,Often,26to100,No,No,NA,Not sure,No,No,NA,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe,No,No,1
29,Female,Canada,NA,No,No,Rarely,MoreThan1000,Yes,No,Yes,Yes,Yes,NA,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,NA,No,1
21,Female,United Kingdom,NA,No,No,NA,6to26,No,Yes,No,No,No,No,NA,NA,Yes,Maybe,Some of them,No,No,No,NA,No,0
23,Female,India,NA,No,Yes,Sometimes,MoreThan1000,No,Yes,NA,Not sure,No,NA,NA,NA,Yes,Maybe,No,No,No,No,NA,No,1
33,Female,United States,NC,No,Yes,Rarely,MoreThan1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,1
49,Male,United States,NY,No,Yes,Sometimes,100to500,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,1
28,Male,United States,NM,No,No,NA,26to100,Yes,Yes,NA,No,No,No,NA,NA,Maybe,No,Some of them,No,No,No,NA,No,0
27,Female,United Kingdom,NA,No,No,Sometimes,6to26,Yes,Yes,NA,Not sure,Yes,NA,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,1
